status,duration_ms,upstream_ms
200,1480,1480
200,1480,1480
200,1476,1476
200,1478,1477
200,1480,1479
200,2,2
200,1476,1476
200,1478,1478
200,1475,1475
200,1477,1477
200,1472,1472
200,1473,1473
200,1474,1474
200,1477,1477
200,1476,1476
200,1474,1474
200,1475,1474
200,1467,1467
200,1469,1468
200,2,2
200,1470,1470
200,1465,1465
200,1465,1465
200,1465,1465
200,1466,1466
200,1465,1465
200,1464,1464
200,1463,1463
200,1462,1462
200,1460,1460
200,1461,1460
200,1458,1458
200,1457,1457
200,1456,1456
200,1456,1456
200,1455,1455
200,1456,1456
200,1454,1454
200,1454,1454
200,1453,1453
200,1451,1451
200,1450,1450
200,2,1
200,1449,1449
200,1447,1447
200,1447,1447
200,1446,1446
200,1445,1445
200,1443,1443
200,1443,1443
200,1443,1442
200,1441,1441
200,1441,1441
200,1441,1441
200,1,1
200,1439,1439
200,1439,1439
200,1438,1438
200,1437,1436
200,1435,1435
200,1435,1435
200,1434,1434
200,1433,1433
200,1431,1431
200,1430,1430
200,1430,1430
200,1428,1428
200,1427,1427
200,1428,1428
200,1427,1427
200,1425,1425
200,1426,1426
200,1425,1425
200,1423,1423
200,1422,1422
200,1422,1422
200,1421,1421
200,1419,1419
200,1419,1419
200,1418,1418
200,1416,1416
200,1415,1415
200,1414,1414
200,1412,1412
200,1411,1411
200,1405,1405
200,1405,1404
200,1405,1405
200,1406,1406
200,1405,1405
200,1404,1404
200,1403,1403
200,1402,1402
200,2,1
200,1401,1401
200,1401,1401
200,1399,1399
200,1399,1398
200,1398,1397
200,113,113
200,113,113
200,1,1
200,1,1
200,1584,1584
200,109,109
200,107,106
200,107,107
200,107,107
200,107,107
200,105,105
200,102,102
200,102,102
200,102,102
200,102,102
200,102,102
200,102,102
200,1569,1569
200,102,102
200,98,98
200,98,98
200,101,100
200,102,102
200,3,2
200,104,104
200,105,105
200,106,106
200,107,107
200,107,107
200,108,108
200,2,2
200,108,108
200,107,107
200,108,108
200,109,109
200,109,109
200,108,108
200,106,106
200,106,106
200,106,106
200,1553,1553
200,106,106
200,105,105
200,2,1
200,103,103
200,1,1
200,102,102
200,101,100
200,103,103
200,101,101
200,101,101
200,100,100
200,102,102
200,1539,1539
200,3,2
200,2,2
200,93,93
200,93,93
200,94,94
200,94,94
200,94,94
200,94,94
200,94,94
200,94,94
200,96,96
200,95,95
200,95,95
200,91,91
200,1,1
200,97,97
200,92,92
200,92,92
200,1,1
200,92,92
200,90,90
200,90,90
200,90,90
200,90,90
200,89,89
200,89,89
200,89,88
200,88,88
200,88,88
200,87,87
200,87,87
200,1,1
200,1,1
200,87,86
200,1,1
200,84,84
200,1,1
200,84,84
200,1,1
200,1,1
200,83,83
200,82,82
200,81,81
200,80,80
200,1,1
200,190,190
200,1,1
200,1,1
200,79,79
200,78,78
200,78,78
200,1,1
200,77,77
200,1,1
200,76,76
200,75,75
200,1,1
200,74,74
200,74,74
200,72,72
200,1,1
200,72,72
200,1,1
200,1,1
200,69,69
200,70,70
200,1,1
200,65,64
200,64,64
200,64,64
200,63,63
200,59,58
200,59,59
200,2,2
200,59,59
200,58,58
200,53,52
200,53,52
200,53,53
200,53,53
200,53,53
200,53,53
200,156,156
200,52,52
200,153,153
200,1,1
200,52,52
200,52,52
200,53,53
200,53,53
200,1,1
200,50,50
200,51,51
200,51,51
200,1,1
200,50,50
200,142,142
200,49,49
200,50,50
200,49,49
200,52,52
200,52,52
200,3,3
200,52,52
200,1,1
200,51,51
200,51,51
200,51,51
200,51,51
200,48,48
200,138,138
200,48,48
200,48,48
200,138,138
200,47,47
200,46,46
200,46,46
200,45,45
200,2,2
200,46,45
200,130,130
200,130,130
200,45,45
200,128,128
200,44,44
200,1527,1527
200,128,127
200,127,127
200,44,44
200,45,45
200,44,44
200,45,45
200,1,1
200,46,46
200,1,1
200,45,44
200,44,44
200,123,123
200,45,45
200,45,45
200,45,45
200,122,121
200,45,45
200,45,45
200,121,121
200,45,45
200,46,46
200,45,45
200,119,119
200,46,45
200,45,45
200,46,46
200,46,46
200,1,1
200,114,114
200,1,1
200,45,45
200,211,211
200,45,45
200,1,1
200,45,45
200,1,1
200,1,1
200,46,46
200,46,46
200,46,46
200,210,210
200,46,46
200,42,42
200,42,42
200,1,1
200,41,41
200,42,42
200,42,42
200,43,43
200,1,1
200,42,42
200,43,43
200,43,43
200,42,42
200,189,189
200,1,1
200,38,38
200,1,1
200,39,39
200,39,39
200,40,40
200,41,41
200,89,89
200,40,40
200,40,40
200,2,1
200,1,1
200,42,42
200,43,43
200,42,42
200,42,42
200,43,43
200,1,1
200,94,94
200,42,42
200,1,1
200,42,42
200,41,41
200,41,41
200,40,40
200,41,40
200,1,1
200,40,40
200,40,40
200,40,40
200,40,40
200,39,39
200,39,39
200,39,39
200,40,40
200,39,39
200,39,39
200,1,1
200,1,1
200,39,38
200,40,40
200,39,38
200,160,160
200,39,38
200,39,39
200,1,1
200,1,1
200,40,40
200,40,40
200,1,1
200,1,1
200,1,1
200,36,36
200,35,35
200,151,151
200,35,35
200,36,36
200,37,37
200,2,2
200,38,38
200,37,37
200,38,38
200,38,38
200,39,39
200,151,151
200,38,38
200,1,1
200,39,39
200,83,83
200,1,1
200,39,39
200,40,39
200,40,40
200,85,85
200,40,40
200,41,41
200,41,41
200,86,86
200,42,42
200,132,131
200,40,40
200,39,38
200,40,40
200,39,39
200,132,132
200,39,39
200,40,40
200,40,40
200,40,40
200,40,40
200,40,40
200,40,40
200,77,76
200,40,40
200,41,40
200,78,78
200,41,41
200,42,41
200,41,41
200,41,41
200,42,42
200,43,43
200,42,42
200,43,43
200,42,42
200,83,83
200,43,43
200,84,83
200,43,43
200,43,43
200,43,43
200,85,85
200,42,42
200,84,84
200,43,42
200,43,42
200,126,126
200,42,42
200,78,77
200,77,77
200,39,39
200,38,38
200,39,38
200,39,39
200,39,39
200,77,77
200,39,39
200,78,78
200,39,39
200,40,40
200,40,40
200,41,41
200,310,310
200,40,40
200,41,41
200,41,41
200,41,41
200,81,81
200,42,42
200,43,43
200,78,78
200,43,43
200,43,43
200,44,44
200,44,44
200,44,44
200,79,79
200,44,44
200,44,44
200,45,45
200,45,45
200,45,45
200,45,45
200,46,46
200,47,47
200,47,47
200,47,47
200,47,47
200,47,47
200,47,47
200,84,84
200,47,47
200,48,48
200,85,85
200,47,47
200,2240,2240
200,2240,2240
200,2240,2240
200,2240,2240
200,2241,2240
200,2238,2238
200,2239,2239
200,2239,2239
200,2238,2237
200,3,2
200,2237,2237
200,4,3
200,2238,2238
200,2241,2241
200,2242,2242
200,2242,2242
200,2242,2242
200,2243,2242
200,2244,2243
200,2244,2244
200,2243,2243
200,2245,2245
200,2244,2244
200,2236,2235
200,2235,2235
200,2237,2237
200,2240,2240
200,2242,2242
200,2244,2244
200,2245,2245
200,2245,2244
200,2243,2243
200,2246,2245
200,2246,2246
200,2245,2245
200,2246,2246
200,2244,2244
200,3,3
200,2245,2245
200,2244,2243
200,2245,2245
200,2246,2246
200,2245,2245
200,2245,2244
200,2242,2242
200,2242,2242
200,2243,2243
200,3,2
200,2242,2242
200,2242,2242
200,2241,2241
200,3,3
200,2242,2242
200,2242,2242
200,2242,2242
200,2242,2242
200,2242,2242
200,2242,2242
200,2241,2240
200,2239,2239
200,2239,2238
200,2239,2238
200,2239,2239
200,3,3
200,2239,2239
200,4,3
200,2238,2237
200,3,3
200,2237,2237
200,2236,2236
200,2238,2238
200,2238,2238
200,2238,2237
200,2237,2237
200,2237,2237
200,2236,2236
200,2235,2235
200,2234,2234
200,2234,2233
200,2233,2233
200,2232,2231
200,2232,2231
200,2231,2231
200,2231,2231
200,2229,2229
200,2229,2229
200,2223,2223
200,2224,2224
200,2,2
200,2227,2226
200,2227,2227
200,2227,2226
200,2226,2226
200,2225,2225
200,2227,2227
200,2225,2225
200,2224,2224
200,2223,2223
200,2223,2222
200,2222,2222
200,178,178
200,178,178
200,178,177
200,176,176
200,175,175
200,5,5
200,174,174
200,2,1
200,2412,2412
200,181,181
200,181,180
200,179,179
200,176,175
200,175,175
200,173,173
200,172,172
200,171,170
200,170,170
200,168,168
200,168,167
200,167,167
200,165,165
200,164,164
200,164,164
200,163,163
200,163,163
200,159,159
200,159,159
200,159,158
200,159,159
200,159,159
200,155,154
200,155,155
200,4,3
200,2398,2398
200,157,156
200,156,156
200,155,155
200,153,152
200,152,151
200,151,150
200,150,150
200,149,149
200,149,148
200,2,2
200,147,147
200,2,2
200,2381,2381
200,143,142
200,143,143
200,142,142
200,140,139
200,138,138
200,137,137
200,135,135
200,135,135
200,133,133
200,130,130
200,129,129
200,131,131
200,2367,2367
200,131,131
200,4,3
200,2366,2366
200,128,128
200,2364,2364
200,127,127
200,122,122
200,3,3
200,3,3
200,122,121
200,2,2
200,119,119
200,119,119
200,117,117
200,2,2
200,116,116
200,115,114
200,115,115
200,3,3
200,3,3
200,113,113
200,111,111
200,110,110
200,111,111
200,2334,2333
200,113,112
200,110,110
200,110,109
200,109,109
200,111,110
200,109,109
200,108,108
200,106,106
200,108,107
200,105,105
200,104,104
200,103,103
200,102,102
200,103,102
200,2511,2511
200,102,102
200,105,104
200,105,105
200,103,102
200,102,102
200,279,279
200,101,101
200,102,102
200,2,2
200,97,97
200,95,95
200,94,94
200,93,93
200,93,93
200,92,92
200,92,92
200,92,92
200,90,90
200,2,1
200,90,89
200,1,1
200,1,1
200,87,87
200,85,85
200,86,86
200,2,2
200,85,85
200,85,84
200,2,2
200,82,82
200,1,1
200,78,77
200,81,81
200,78,78
200,77,77
200,75,75
200,76,76
200,76,75
200,2,2
200,2462,2462
200,77,77
200,9,9
200,82,81
200,82,82
200,83,83
200,84,84
200,84,84
200,2,1
200,84,84
200,85,85
200,85,85
200,3,3
200,3,3
200,86,86
200,88,88
200,91,90
200,7,7
200,92,91
200,86,86
200,88,88
200,89,89
200,211,211
200,211,210
200,3,3
200,2,1
200,208,208
200,91,91
200,2,1
200,90,90
200,2,2
200,4,4
200,92,92
200,3,3
200,4,4
200,206,205
200,2,2
200,93,93
200,92,92
200,91,91
200,92,92
200,92,92
200,92,92
200,3,3
200,1,1
200,93,92
200,2,2
200,90,90
200,89,89
200,88,88
200,89,89
200,90,90
200,89,89
200,90,89
200,90,90
200,89,89
200,90,90
200,88,87
200,4,4
200,89,89
200,2,2
200,89,89
200,89,89
200,89,89
200,3,2
200,88,88
200,4,4
200,174,174
200,85,85
200,88,87
200,88,88
200,89,89
200,91,90
200,91,90
200,180,179
200,94,94
200,182,181
200,94,94
200,95,95
200,97,96
200,98,98
200,183,183
200,4,4
200,101,101
200,182,182
200,334,334
200,101,101
200,101,101
200,102,102
200,102,102
200,103,103
200,102,102
200,104,104
200,3,2
200,178,178
200,6,5
200,4,4
200,108,108
200,326,326
200,106,106
200,106,106
200,106,105
200,4,3
200,4,4
200,188,187
200,105,105
200,105,105
200,108,108
200,190,190
200,2,2
200,190,190
200,106,106
200,3,3
200,105,105
200,4,4
200,103,103
200,101,101
200,101,100
200,102,102
200,189,189
200,101,100
200,4,3
200,102,102
200,103,103
200,304,304
200,191,191
200,2,1
200,3,3
200,103,102
200,192,192
200,2,2
200,100,100
200,191,191
200,101,101
200,103,103
200,4,4
200,5,5
200,101,101
200,102,102
200,3,3
200,193,193
200,104,104
200,104,103
200,100,99
200,101,100
200,101,100
200,102,102
200,103,103
200,113,113
200,13,13
200,116,116
200,117,117
200,118,117
200,116,116
200,208,208
200,2,2
200,204,204
200,118,117
200,118,118
200,2,2
200,295,295
200,197,197
200,116,116
200,117,117
200,2,2
200,112,112
200,114,113
200,115,115
200,116,116
200,115,114
200,113,113
200,114,114
200,114,114
200,114,114
200,109,109
200,110,109
200,205,205
200,110,110
200,111,111
200,113,113
200,111,111
200,110,110
200,108,107
200,109,109
200,110,109
200,108,107
200,108,108
200,108,108
200,210,210
200,108,108
200,210,210
200,109,109
200,108,107
200,212,211
200,106,106
200,109,109
200,205,205
200,108,108
200,209,209
200,110,110
200,109,109
200,109,109
200,108,108
200,108,108
200,206,206
200,106,105
200,416,416
200,104,104
200,105,105
200,109,108
200,207,206
200,107,107
200,109,109
200,107,107
200,107,107
200,109,109
200,296,296
200,106,106
200,108,108
200,110,110
200,111,110
200,108,108
200,208,208
200,297,297
200,109,108
200,109,109
200,412,411
200,106,106
200,107,107
200,110,109
200,208,208
200,299,298
200,110,110
200,295,295
200,107,107
200,109,108
200,108,108
200,108,108
200,109,108
200,107,106
200,105,104
200,109,108
200,105,104
200,107,106
200,207,207
200,106,106
200,104,104
200,96,96
200,108,108
200,98,98
200,98,98
200,213,212
200,98,98
200,97,97
200,97,97
200,98,98
200,216,216
200,99,99
200,99,99
200,213,213
200,3,2
200,4,4
200,4,4
200,2,2
200,2,2
200,2,2
200,3,3
200,2,1
200,2,2
200,3,3
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,1,1
200,2,2
200,2,1
200,1,1
200,1,1
200,2,2
200,1,1
200,1,1
200,2,2
200,1,1
200,1,1
200,1,1
200,2,1
200,1,1
200,1,1
200,2,1
200,1,1
200,1,1
200,2,2
200,1,1
200,1,1
200,1,1
200,3,3
200,1,1
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,1,1
200,2,2
200,2,2
200,3,3
200,2,2
200,2,1
200,2,2
200,2,1
200,1,1
200,2,1
200,3,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,2,1
200,1,1
200,1,1
200,2,1
200,3,2
200,6,6
200,4,4
200,5,5
200,4,3
200,1,1
200,2,1
200,2,2
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,2
200,2,2
200,2,2
200,4,4
200,2,2
200,2,2
200,2,2
200,4,4
200,2,2
200,2,2
200,2,2
200,1,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,1
200,3,3
200,2,2
200,2,2
200,1,1
200,2,2
200,2,2
200,2,2
200,1,1
200,2,2
200,2,2
200,2,1
200,3,3
200,3,2
200,1,1
200,2,2
200,2,2
200,2,2
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,2
200,1,1
200,2,2
200,4,4
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,1,1
200,2,2
200,2,1
200,1,1
200,1,1
200,2,2
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,3,3
200,1,1
200,1,1
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,1
200,1,1
200,1,1
200,2,1
200,4,4
200,2,2
200,2,2
200,1,1
200,1,1
